CustomerNo,TransactionNo,ProductCount
13881,580902,336
13881,C558405,16
13881,C575777,40
13882,569887,84
13882,573023,383
13882,575356,10
13882,579143,152
13882,581064,324
13882,C573767,3
13883,548533,457
13883,551958,200
13883,551959,55
13883,551961,192
13883,579283,532
13883,C541418,12
13883,C553033,47
13883,C554273,1
13883,C581466,7
13884,545309,49
13884,545820,14
13884,545822,2
13884,566274,149
13884,580362,86
13884,C545823,3
13885,554125,159
13885,555498,23
13886,568897,126
13887,553896,147
13888,551986,78
13888,563104,180
13889,565921,146
13890,539084,93
13890,553890,410
13890,564317,178
13890,571935,31
13890,573927,72
13890,574842,61
13890,576638,117
13890,577065,53
13890,580028,93
13890,581424,63
13890,581427,70
13890,C542260,2
13890,C572995,1
13890,C574443,1
13890,C577688,1
13892,549248,140
13892,561892,15
13892,569903,399
13892,571550,420
13892,575946,24
13893,544035,190
13894,543007,105
13894,548894,722
13894,576639,141
13894,576640,108
13894,C543635,6
13894,C577042,9
13895,558271,188
13895,560568,248
13895,569460,511
13895,575917,418
13895,C577399,1
13896,549896,2
13897,572086,200
13898,541435,133
13898,569898,558
13899,546158,122
13899,578271,34
13900,547252,154
13900,555076,275
13900,556266,1
13900,560900,2
13901,541990,64
13901,547938,244
13901,548901,18
13901,558862,856
13901,564308,383
13901,568692,192
13904,544356,223
13904,574050,109
13906,542906,531
13908,545933,348
13908,552332,209
13908,562465,361
13908,567613,559
13908,C553031,8
13911,543250,283
13911,543921,122
13911,547035,208
13911,549318,105
13911,552306,157
13911,554843,590
13911,559836,294
13911,560392,430
13911,571099,542
13914,574302,125
13914,579087,255
13914,C580768,1
13916,573916,16
13917,555233,38
13917,572131,190
13918,548542,100
13918,572212,1040
13919,562853,337
13919,570666,135
13919,C571507,37
13922,539867,93
13923,559923,862
13923,571413,185
13924,568701,437
13924,572884,130
13924,574952,123
13924,576849,7
13924,577861,236
13924,581220,642
13924,C569891,19
13924,C574753,7
13924,C575065,7
13924,C576850,7
13924,C579554,3
13925,561605,212
13925,562902,55
13925,566020,54
13925,566022,10
13925,C563606,3
13925,C574248,1
13926,576770,104
13927,568238,214
13928,561819,20
13928,564440,67
13928,575135,24
13928,575928,6
13928,579280,18
13929,541400,43
13929,557935,100
13929,C541817,4
13930,561241,210
13930,570882,64
13931,545580,211
13931,565471,514
13931,C566779,4
13932,544394,72
13933,560034,113
13933,564055,92
13934,547094,390
13936,556504,330
13936,556936,34
13936,C557661,6
13937,557948,123
13938,574537,70
13939,542835,202
13939,564144,455
13939,576781,190
13939,C543004,4
13940,560437,100
13940,563268,140
13940,569899,136
13940,578059,140
13940,578940,635
13941,536617,644
13941,544045,336
13941,557527,402
13941,566246,396
13941,577148,586
13941,C537024,36
13941,C560585,21
13946,546788,95
13946,554087,168
13946,567632,180
13947,569684,44
13947,575947,573
13948,538697,40
13949,565725,542
13949,567972,318
13949,568949,497
13949,569590,257
13949,573399,424
13949,576447,260
13949,581015,673
13950,549237,81
13950,568549,69
13950,576514,52
13950,579176,120
13950,C576515,2
13951,539951,7
13951,544421,140
13951,550329,175
13951,557114,144
13952,550193,885
13952,552042,545
13952,566952,766
13952,C553023,6
13953,539762,400
13953,546154,400
13953,553043,600
13953,558333,400
13953,563374,248
13953,571610,400
13953,580355,276
13954,569060,49
13954,581379,101
13954,C570889,9
13955,543332,110
13955,559523,44
13955,562955,2496
13956,546424,58
13956,549575,77
13956,561079,250
13956,571293,55
13956,580503,51
13957,554957,36
13958,539958,2317
13958,C536814,23
13959,538511,118
13959,545574,80
13959,567661,159
13960,568881,40
13960,577347,102
13962,549353,30
13962,577133,57
13963,537447,54
13963,540017,265
13963,541860,54
13963,543249,87
13963,550963,14
13967,560241,42
13969,538170,133
13969,541793,212
13969,546910,69
13969,550989,159
13969,552025,233
13969,552028,37
13969,556263,242
13969,557957,253
13969,560781,155
13969,562416,64
13969,564356,426
13969,570680,486
13969,573130,603
13969,573910,258
13969,577071,481
13969,578104,90
13969,580092,586
13969,580314,55
13969,C573105,1
13969,C580312,58
13971,545052,260
13971,546639,238
13971,552418,242
13971,556680,132
13971,564020,236
13971,564503,224
13971,570517,278
13971,577699,234
13971,C546889,8
13971,C553025,16
13971,C579896,2
13972,546972,367
13972,554077,42
13972,569081,145
13973,545028,109
13974,572231,249
13975,545978,454
13975,552266,117
13975,561800,74
13975,562213,322
13975,575073,552
13975,575075,213
13975,C546323,7
13976,553408,154
13977,546977,118
13978,572720,297
13978,578745,18
13979,568528,639
13980,570421,172
13982,538065,208
13982,541286,304
13982,558462,271
13982,573665,353
13982,C558463,4
13983,537690,220
13983,541371,177
13983,541391,12
13983,543348,2
13983,546728,2
13983,550978,261
13983,555579,94
13983,555580,25
13983,566320,180
13983,570846,13
13983,573504,125
13983,575525,72
13983,C569959,13
13984,537854,120
13984,541490,61
13984,548736,408
13984,562531,58
13984,575966,32
13984,C559345,408
13985,547068,190
13985,552320,124
13985,556058,244
13985,559125,211
13985,562340,210
13985,562944,189
13985,564316,212
13985,568782,494
13985,570776,276
13985,573276,356
13985,574920,162
13985,577142,171
13985,578079,198
13985,578696,336
13985,580722,74
13985,C556414,8
13986,578055,430
13988,548289,426
13988,554131,343
13988,558534,521
13988,568593,1076
13988,572946,286
13988,577403,392
13988,C554873,1
13988,C569978,12
13988,C575653,6
13989,550158,869
13989,569564,444
13990,539990,17
13990,552692,190
13991,560553,83
13991,568183,266
13991,571673,300
13991,578246,162
13991,578996,172
13991,579000,14
13991,C573086,2
13992,539992,3
13992,575387,64
13993,541006,120
13993,544789,98
13993,550275,114
13993,553668,73
13993,560253,199
13993,564910,48
13993,566254,90
13993,569962,112
13993,573164,45
13993,C551336,1
13993,C566970,5
13993,C574872,2
13994,560102,96
13994,564614,37
13994,567973,179
13994,569367,378
13994,573481,224
13994,580774,26
13995,549299,183
13995,560776,341
13995,560995,6
13995,563368,84
13995,571213,173
13995,578526,98
13995,C549723,12
13999,538567,265
13999,541788,160
13999,542999,59
13999,548218,214
13999,552456,262
13999,556630,135
13999,559157,167
13999,561395,166
13999,563429,222
13999,565479,142
13999,569731,142
13999,575838,151
13999,579444,217
13999,C557660,4
13999,C565799,1
13999,C566749,7
14000,543000,142
14000,552000,325
14000,553007,710
14000,561000,2
14000,C553508,3
14001,536526,94
14001,550822,538
14001,572568,330
14002,546002,1
14002,559150,59
14002,561653,818
14004,544823,382
14004,546004,1
14004,557274,356
14004,562432,386
14004,564147,508
14004,565328,44
14004,567819,497
14004,573096,495
14005,551005,90
14005,552255,240
14005,557130,270
14005,561695,354
14005,568144,228
14005,579672,1386
14006,542728,236
14006,549902,211
14006,551006,86
14006,563371,194
14009,552009,9
14009,553678,223
14009,554671,142
14009,C554332,4
14012,545815,160
14013,546030,90
14013,560229,114
14013,563927,258
14014,568062,1076
14015,571561,378
14016,539421,373
14016,546569,511
14016,553210,543
14016,558684,694
14016,C559500,1
14018,564018,5
14019,561072,233
14019,565315,320
14019,572329,484
14019,C566956,3
14020,566444,180
14020,578109,261
14021,547949,54
14021,552969,98
14021,559332,40
14022,551426,487
14023,548716,162
14023,580299,183
14024,562580,99
14024,562885,51
14025,547025,1
14027,570250,62
14029,560441,24
14029,570184,174
14030,537859,96
14030,537863,1
14030,543382,225
14030,549425,248
14030,549563,80
14030,562931,210
14030,566298,170
14030,577794,449
14031,536804,519
14031,538165,154
14031,539443,304
14031,540396,392
14031,541597,323
14031,545668,291
14031,548531,216
14031,550972,46
14031,550973,394
14031,553172,16
14031,554974,337
14031,558076,150
14031,562534,376
14031,568376,666
14031,569385,200
14031,569388,200
14031,572274,158
14031,577393,806
14031,580375,146
14031,C538164,1
14031,C548532,216
14031,C569387,200
14032,537707,176
14032,539462,213
14032,546034,291
14032,549881,230
14032,553537,179
14032,558027,236
14032,566590,273
14032,573922,56
14032,576971,200
14032,578312,90
14032,581177,88
14032,C538695,1
14032,C539943,4
14032,C550466,2
14032,C551512,12
14032,C554344,3
14032,C575667,1
14032,C578164,1
14034,559017,294
14034,559020,13
14034,577051,116
14034,C559019,108
14035,544055,168
14035,546787,206
14035,564318,72
14035,572311,172
14035,575744,120
14036,545073,268
14037,538208,34
14037,557038,12
14038,553356,501
14038,560426,200
14038,567854,264
14038,C554338,2
14039,559039,70
14039,574698,92
14040,540975,91
14040,542320,71
14040,542595,174
14040,550054,84
14040,552282,151
14040,556208,198
14040,561467,93
14040,563205,261
14040,563208,24
14040,565768,142
14040,570232,186
14040,573354,79
14040,C557653,10
14040,C565762,19
14041,546995,94
14042,559042,36
14044,543096,75
14044,560260,69
14044,564740,106
14044,575955,57
14045,536405,128
14045,540258,212
14045,540262,147
14045,564076,48
14046,545182,443
14047,536615,108
14047,540399,2
14047,554379,100
14047,568541,62
14047,580021,109
14047,C538102,2
14047,C540398,2
14048,543371,288
14048,C545852,14
14049,542192,767
14049,554151,1269
14049,558814,135
14049,578233,1699
14049,C542150,11
14049,C578124,13
14050,564483,447
14050,574958,242
14051,537789,214
14051,538871,186
14051,539635,168
14051,542583,154
14051,544166,50
14051,545032,76
14051,547378,126
14051,550186,106
14051,551273,184
14051,552661,62
14051,552664,154
14051,557257,150
14051,559016,126
14051,560790,168
14051,563729,104
14051,566086,54
14051,569227,145
14051,570494,172
14051,572769,194
14051,575185,136
14051,578081,240
14051,580061,246
14051,581495,240
14051,C545724,10
14051,C548485,3
14051,C553536,2
14052,577500,89
14053,558755,115
14053,562585,100
14054,569698,62
14055,558055,2
14055,564532,216
14056,545188,372
14056,546305,156
14056,546909,207
14056,547705,164
14056,548511,86
14056,550297,217
14056,552239,172
14056,552824,312
14056,553937,53
14056,554056,7
14056,554839,126
14056,556106,187
14056,558888,285
14056,560732,196
14056,562269,154
14056,562839,69
14056,562883,3
14056,564359,118
14056,567153,121
14056,569491,240
14056,571712,297
14056,574559,342
14056,578510,206
14056,581400,190
14056,C552237,3
14056,C560990,6
14056,C561016,1
14056,C562267,8
14056,C562884,3
14056,C571707,18
14057,538808,751
14057,538856,220
14057,544368,493
14057,545544,459
14057,545656,12
14057,549993,336
14057,549994,20
14057,554513,250
14057,558564,309
14057,561071,328
14057,563434,330
14057,564017,224
14057,564859,216
14057,566286,252
14057,569483,174
14057,569484,12
14057,576648,490
14057,C546217,168
14059,546924,128
14060,536673,504
14060,537774,196
14060,538943,168
14060,540645,522
14060,542148,225
14060,544647,474
14060,546532,80
14060,549911,493
14060,550991,72
14060,553683,214
14060,556129,294
14060,560235,118
14060,561907,250
14060,564195,160
14060,566491,216
14060,567628,646
14060,571200,226
14060,577030,336
14060,580634,192
14060,C566775,12
14062,538356,712
14062,539591,48
14062,539629,82
14062,541680,999
14062,549980,156
14062,550159,662
14062,557121,160
14062,560286,176
14062,563819,440
14062,566089,528
14062,568790,60
14062,579538,1390
14064,546239,167
14064,548491,906
14064,552954,222
14064,563734,218
14064,575623,275
14064,C549968,432
14064,C575588,6
14066,546981,45
14066,578066,36
14067,565415,216
14067,570022,145
14068,541862,73
14070,539070,26
14071,547044,200
14071,547668,95
14071,572298,17
14071,573311,171
14071,575059,85
14071,577535,261
14071,580876,116
14071,580889,12
14071,C549786,95
14072,566072,6
14073,574911,130
14073,C577362,2
14075,547555,270
14075,577501,282
14075,580538,202
14076,562106,81
14077,546304,63
14077,551421,20
14077,556437,65
14077,567856,48
14077,573352,72
14078,536525,29
14078,545170,34
14078,551197,68
14078,552646,33
14078,556043,73
14078,564821,73
14079,562570,301
14080,561080,92
14080,574827,48
14081,537219,252
14081,543631,344
14081,C543620,1
14081,C546858,2
14082,538199,110
14082,547082,5
14082,571082,478
14083,536945,179
14083,539637,50
14083,539639,15
14083,546390,120
14083,554506,26
14083,556083,57
14083,561815,8
14083,562532,3
14083,580157,10
14083,580647,321
14084,575084,3
14085,537366,106
14085,538634,242
14085,539920,153
14085,541014,104
14085,541683,376
14085,543108,124
14085,546121,107
14085,547662,66
14085,547794,220
14085,554682,170
14085,556085,72
14085,557251,320
14085,560862,209
14085,572744,247
14085,572745,5
14085,579872,239
14085,580260,212
14085,580300,9
14085,581144,275
14085,C538632,1
14087,581125,251
14087,C581121,1
14088,541789,1927
14088,555400,1314
14088,555401,413
14088,557788,7
14088,560580,2565
14088,561462,70
14088,562153,762
14088,571281,1624
14088,574067,1161
14088,577328,58
14088,578305,2111
14088,578674,12
14088,579501,625
14088,C559908,72
14089,571178,134
14090,541525,72
14092,539283,95
14092,539766,150
14092,541796,205
14092,546640,100
14092,550304,219
14092,554949,130
14092,557751,99
14092,557752,6
14092,561888,258
14092,565092,233
14092,569249,153
14092,576684,234
14092,580214,24
14092,580221,160
14092,C536606,2
14092,C544553,1
14092,C569974,2
14093,579002,406
14096,564764,6
14096,565383,34
14096,566217,54
14096,566566,105
14096,567656,1210
14096,568346,936
14096,569246,709
14096,570488,778
14096,571441,993
14096,572552,842
14096,572854,120
14096,573576,1264
14096,575607,1013
14096,576339,2174
14096,578270,1800
14096,579196,2105
14096,580727,2191
14097,543097,284
14097,572097,13
14098,574100,104
14099,539502,411
14099,541225,144
14099,544313,212
14099,548259,236
14099,551998,235
14099,557790,191
14099,559000,104
14099,563070,191
14099,569659,218
14099,573033,161
14099,578281,74
14099,C557791,2
14100,561099,64
14101,541287,664
14101,544400,1090
14101,547037,3620
14101,554707,476
14101,560695,556
14101,568512,536
14102,572861,263
14102,574051,254
14102,576928,131
14102,579027,223
14102,580530,90
14102,C574057,13
14102,C576918,1
14102,C576925,9
14104,558198,70
14104,559458,2
14105,550183,800
14105,C566940,2
14107,538308,268
14107,544187,211
14107,547801,418
14107,551688,179
14107,557115,198
14107,565447,314
14107,571839,187
14107,C539573,5
14108,564800,209
14108,575212,172
14108,C566177,1
14109,568588,88
14109,C576785,32
14110,546922,388
14110,551696,402
14110,557602,156
14110,559895,134
14110,563183,454
14110,566305,223
14110,566738,110
14110,569409,142
14110,573184,224
14110,574175,32
14110,577137,96
14110,580888,96
14110,C549535,2
14111,549756,148
14111,564529,36
14111,565569,18
14111,578816,255
14111,C566939,1
14112,546084,384
14112,553938,38
14112,553940,250
14112,561923,476
14112,573406,411
14112,573409,4
14112,577019,88
14112,C546901,18
14112,C553558,6
14112,C562794,1
14112,C563605,1
14112,C574487,17
14113,539572,102
14113,567906,224
14113,576926,188
14113,580878,231
14113,C539565,7
14113,C541994,24
14113,C542793,78
14113,C572112,1
14114,541010,89
14114,546322,12
14115,555115,321
14116,562907,162
14116,565922,218
14116,569847,151
14116,575145,78
14116,577405,98
14117,560450,72
14119,571119,584
14119,C539601,2
14121,570516,234
14121,575512,786
14121,579446,368
14121,580880,694
14121,C572538,3
14121,C579928,1
14124,567102,1618
14125,567890,972
14125,575854,486
14125,579412,182
14126,579404,119
14126,579405,338
14126,580175,50
14126,C580174,50
14127,541127,18
14127,543001,161
14127,547911,36
14127,562768,124
14128,548005,269
14128,570293,295
14129,547561,164
14129,565467,178
14129,565468,13
14129,577950,151
14129,581252,86
14130,541987,258
14132,556193,388
14132,558625,190
14132,559715,406
14132,562150,170
14132,563674,266
14132,566587,266
14132,570422,363
14132,574475,383
14132,575371,340
14132,578697,281
14132,581141,315
14132,C577369,2
14133,542470,152
14133,562049,172
14133,562050,24
14133,C543112,3
14133,C543776,3
14135,536620,741
14135,537598,80
14135,539662,24
14135,539664,12
14135,540269,40
14135,540703,1098
14135,541278,52
14135,551687,468
14135,555646,232
14135,564657,617
14135,567135,12
14135,568148,80
14135,574715,93
14135,574917,136
14135,580095,68
14135,581291,109
14137,542137,14
14138,570009,459
14138,581377,151
14139,572472,510
14140,575007,517
14140,580737,294
14140,C577364,2
14141,564656,140
14141,568469,81
14141,570602,57
14141,581016,77
14141,C567963,15
14141,C569945,3
14142,536587,313
14143,561692,30
14145,552171,168
14145,558870,108
14145,559110,120
14145,572443,120
14146,539444,551
14146,548258,260
14146,567338,325
14146,567339,641
14146,579938,660
14146,580146,1086
14146,C542426,551
14147,545047,40
14147,567937,68
14147,C572223,12
14148,550756,16
14148,580148,113
14149,551548,218
14149,578149,1007
14149,C551949,3
14149,C552805,86
14150,538902,262
14150,574338,234
14150,577150,1457
14152,550639,369
14152,568169,342
14152,C550969,12
14154,550161,114
14154,550163,351
14155,547003,22
14156,536890,1548
14156,541220,6198
14156,543114,270
14156,543828,939
14156,544074,470
14156,544075,1932
14156,544690,668
14156,545320,669
14156,546172,263
14156,546212,2826
14156,546213,108
14156,546263,218
14156,546660,335
14156,548718,1162
14156,550302,150
14156,550618,233
14156,552038,1694
14156,553206,526
14156,555650,401
14156,556927,2642
14156,556928,384
14156,557759,280
14156,558067,571
14156,558069,48
14156,558417,2086
14156,558644,18
14156,560041,177
14156,560445,5726
14156,560446,496
14156,561901,5246
14156,562560,744
14156,562935,391
14156,563355,579
14156,563558,579
14156,563559,12
14156,565412,1272
14156,565475,5034
14156,565476,456
14156,565748,1145
14156,565749,140
14156,565916,185
14156,569010,2720
14156,570253,360
14156,570700,75
14156,571129,352
14156,571313,668
14156,571314,456
14156,571562,342
14156,572124,390
14156,574841,29
14156,575735,152
14156,576602,226
14156,576653,2900
14156,579553,354
14156,C536817,2
14156,C545033,672
14156,C546893,1
14156,C565582,100
14156,C572486,32
14156,C574496,4
14156,C574527,24
14156,C575174,5
14156,C577384,10
14156,C578136,9
14157,545059,199
14157,577477,85
14157,C545068,11
14158,573393,781
14159,538374,114
14159,547910,401
14159,555558,428
14159,557858,289
14159,559894,419
14159,560359,296
14159,565541,577
14159,567211,295
14159,571679,161
14159,573340,696
14159,577504,725
14159,C557842,7
14159,C560301,1
14159,C567198,5
14160,545160,4
14161,537160,128
14161,545691,140
14161,552265,187
14162,544452,110
14162,557270,32
14163,550180,151
14163,554503,128
14163,559546,296
14163,566596,304
14164,548164,84
14164,567457,833
14164,569101,200
14165,546111,54
14167,540984,39
14167,547226,33
14167,558247,34
14167,573583,44
14168,548168,64
14171,565397,167
14173,551844,40
14173,572674,31
14173,579364,73
14173,579365,6
14174,574691,94
14175,541204,146
14175,557626,480
14175,570598,889
14175,C541790,36
14175,C541829,4
14175,C563483,5
14175,C571860,9
14176,537523,61
14176,541275,48
14176,544058,76
14176,544061,24
14176,551176,4
14176,573176,7
14176,C538691,2
14177,556520,39
14177,565563,104
14177,565577,2
14177,566744,60
14177,C566978,1
14178,556425,161
14178,560555,121
14178,565350,114
14178,569474,218
14178,573359,151
14178,575848,231
14178,580027,507
14179,571682,220
14179,573344,109
14180,536739,31
14180,538521,56
14180,539298,29
14180,539299,31
14180,540028,36
14180,541585,38
14180,542900,16
14180,543291,16
14180,544150,15
14180,545345,41
14180,546432,36
14180,548319,38
14180,550492,37
14180,552182,27
14180,553638,37
14180,555846,21
14180,558031,37
14180,559312,12
14180,561065,15
14180,562776,35
14180,564474,15
14180,566196,16
14180,570973,26
14180,575691,34
14180,579285,24
14180,C542427,1
14180,C542645,1
14180,C542732,2
14180,C543052,1
14180,C547236,1
14180,C552858,3
14181,549181,7
14184,569482,127
14185,540970,6
14186,540186,5
14188,538188,1
14188,543015,223
14188,552328,190
14188,559512,185
14188,564053,185
14188,568873,201
14188,575305,178
14188,C564545,2
14188,C564952,3
14188,C569395,6
14188,C579935,6
14189,537312,254
14189,540148,510
14189,542110,136
14189,544895,121
14189,548208,224
14189,550955,226
14189,554129,326
14189,554141,72
14189,558911,236
14189,563706,345
14189,565436,270
14189,572935,446
14189,575690,208
14189,578316,241
14189,581181,322
14189,C543980,1
14189,C548508,1
14189,C550809,1
14189,C551466,6
14189,C564209,2
14189,C573766,1
14189,C577385,2
14189,C579869,2
14189,C579968,2
14191,551556,113
14191,554349,196
14191,555940,98
14191,558567,196
14191,561804,308
14191,562890,272
14191,564174,205
14191,567372,187
14191,571690,279
14191,573901,296
14191,577050,798
14191,579515,238
14191,581218,476
14191,C554905,5
14193,546624,250
14193,563193,532
14193,569242,195
14194,543251,217
14194,546986,535
14194,546988,118
14194,548194,403
14194,553158,246
14194,553159,207
14194,553160,50
14194,554906,369
14194,557326,205
14194,557327,20
14194,561098,193
14194,563550,214
14194,564510,869
14194,566597,160
14194,568162,366
14194,570492,237
14194,570493,10
14194,573287,451
14194,573288,64
14194,576597,682
14194,577633,403
14194,580595,224
14194,C547763,18
14194,C547807,6
14194,C547855,1
14194,C554532,7
14194,C558059,3
14194,C561613,6
14194,C564210,1
14194,C566166,6
14194,C569119,3
14194,C575650,1
14194,C579883,5
14195,548687,736
14195,554064,24
14195,563195,388
14195,C550027,58
14196,564376,142
14198,550155,104
14198,560279,63
14198,566648,79
14198,577790,44
14198,C551335,2
14198,C567538,4
14198,C580710,4
14199,551979,28
14200,543200,96
14201,539011,132
14201,550624,68
14201,552253,74
14201,555702,28
14201,559916,58
14201,567408,82
14201,570415,148
14201,C553029,6
14201,C553230,6
14202,544202,78
14203,548203,5963
14204,581142,82
14205,544205,101
14205,547081,126
14205,578133,78
14205,C538059,104
14206,544206,104
14206,550167,276
14206,C538704,2
14208,565750,114
14209,540817,97
14209,547720,84
14209,552536,154
14209,560972,138
14209,561209,653
14209,562930,184
14209,579278,34
14209,C553517,3
14210,536956,93
14210,540027,238
14210,544165,102
14210,551147,100
14210,554795,108
14210,564634,119
14210,C566182,1
14211,544322,156
14211,545075,168
14211,550287,73
14211,550535,72
14211,553227,28
14211,565405,96
14211,567517,100
14211,570885,172
14211,571435,377
14211,C544775,4
14211,C546207,4
14211,C551167,1
14211,C569938,1
14212,566260,1152
14213,C536850,244
14214,545812,313
14214,550214,91
14214,557761,305
14214,559152,53
14214,561214,378
14214,572032,32
14214,575209,48
14214,C546302,2
14214,C546395,1
14215,537423,104
14215,541103,286
14215,542568,67
14215,555592,132
14215,567979,258
14215,579125,511
14215,C542097,4
14216,573955,242
14216,578261,210
14216,580097,69
14216,580967,72
14217,537809,26
14217,540457,22
14217,540753,12
14217,542901,12
14217,547057,63
14217,549312,24
14217,553382,96
14217,555932,58
14217,559201,23
14217,565125,44
14217,568243,25
14217,568366,34
14217,570896,27
14217,573378,24
14217,576622,43
14217,579123,128
14217,581324,28
14217,C538114,1
14217,C554528,4
14217,C557943,3
14217,C569913,1
14217,C570006,1
14217,C579778,1
14217,C579780,1
14218,573171,160
14219,580700,78
14220,537220,1
14220,539313,134
14220,549119,138
14221,540094,169
14221,553476,209
14221,555392,24
14221,555393,446
14221,559912,244
14221,559913,12
14221,563730,442
14221,567459,467
14221,573280,178
14221,C556057,1
14222,556942,607
14223,547088,130
14223,558992,261
14223,566039,194
14223,C547574,2
14224,541850,99
14224,552295,131
14224,560262,162
14224,563915,122
14224,566224,4
14226,546669,710
14226,553149,377
14226,569079,87
14226,575593,133
14226,575830,1
14226,C546865,5
14226,C554529,2
14227,545150,385
14227,549449,111
14227,550347,206
14227,554950,448
14227,554952,30
14227,554953,12
14227,554954,87
14227,566821,318
14227,566823,36
14227,576067,187
14227,C546173,2
14227,C547376,1
14227,C552019,2
14227,C555892,1
14227,C573034,3
14229,540635,195
14229,544473,108
14229,571735,307
14229,C541089,1
14229,C542539,19
14231,544888,117
14231,550988,176
14231,556139,116
14231,C545438,5
14231,C556638,2
14232,547058,568
14232,555586,241
14232,561203,316
14232,563437,378
14232,565232,311
14232,573182,438
14232,C547847,1
14232,C556270,2
14232,C575052,1
14233,542223,47
14233,542930,266
14233,552890,97
14233,572244,270
14233,C572927,9
14234,565234,500
14234,571054,502
14234,572738,120
14234,575392,215
14234,577110,126
14235,547666,576
14235,551274,280
14235,558963,622
14235,558964,363
14235,568192,118
14235,C579438,12
14236,536844,38
14236,549236,20
14236,567370,272
14237,536529,38
14237,543237,565
14238,541357,111
14239,542388,48
14239,545157,150
14239,545428,148
14239,547239,2
14239,549183,53
14239,553477,183
14239,554138,12
14239,561908,60
14239,565121,46
14239,565747,103
14239,568945,100
14239,573095,90
14239,C545569,6
14239,C554136,1
14240,551387,79
14240,575324,339
14241,556186,146
14242,541428,53
14242,550560,70
14243,537879,56
14243,539411,114
14243,542227,150
14243,544885,100
14243,549321,237
14243,556243,287
14243,557040,99
14243,560998,110
14243,565584,165
14243,573878,124
14243,579962,66
14243,C545439,4
14243,C557654,4
14243,C561586,2
14243,C566181,7
14245,547102,631
14245,551727,345
14245,C548009,2
14245,C554781,1
14245,C557043,2
14246,549302,216
14246,561106,267
14246,563906,321
14247,545702,47
14248,542124,102
14249,550249,4
14250,566271,866
14250,580306,196
14250,580308,138
14251,571033,746
14251,578038,186
14251,578530,138
14251,579391,380
14251,581214,224
14253,557253,3
14255,540255,484
14256,538210,302
14256,547665,112
14256,C548375,4
14257,542000,424
14257,555938,179
14257,558766,107
14257,562716,628
14257,569914,344
14257,571257,356
14257,C571858,5
14258,540277,1738
14258,543852,724
14258,547047,184
14258,549412,1284
14258,549417,12
14258,554353,636
14258,559554,782
14258,566227,684
14258,579784,936
14258,C560044,2
14259,560805,68
14261,567742,387
14261,571941,19
14262,549944,196
14262,559014,213
14262,564352,184
14262,567142,262
14262,571300,182
14262,575589,274
14262,577841,86
14262,580077,248
14264,549432,18
14264,559371,52
14264,C536828,4
14265,539265,1
14265,559929,271
14265,564051,59
14267,547644,140
14267,547655,140
14267,558484,250
14267,C548471,1
14267,C549913,12
14267,C559495,2
14267,C559742,54
14270,540849,197
14270,574270,1
14271,551395,88
14272,548335,87
14272,568392,512
14273,549683,54
14273,552041,55
14273,561356,87
14273,571852,68
14276,544695,216
14276,555276,301
14276,556460,296
14276,565236,232
14276,C545516,12
14276,C566462,9
14277,552826,859
14277,577152,298
14277,578541,825
14277,C578377,360
14280,554865,52
14282,537593,300
14282,547000,279
14282,551182,128
14282,553576,394
14282,554053,140
14282,557006,233
14282,558572,120
14282,563346,120
14282,563956,86
14282,567333,328
14282,575068,170
14282,577043,90
14282,577552,90
14282,580033,130
14282,580992,60
14284,566724,70
14284,575179,91
14284,C567536,4
14285,554285,102
14285,557018,2
14285,568149,293
14285,574013,140
14285,577335,106
14286,549577,1998
14286,572558,835
14286,573286,331
14286,576650,1505
14286,C566445,20
14286,C573471,12
14287,554632,72
14287,554633,144
14287,580060,45
14287,C556324,24
14288,552642,188
14288,C552856,1
14289,544791,148
14289,549852,40
14289,554502,26
14289,557010,38
14289,561570,26
14289,580022,14
14290,538529,220
14290,567326,78
14290,569319,448
14290,571238,72
14290,579166,97
14290,C542385,2
14291,546133,516
14291,553048,348
14291,553049,10
14291,557330,358
14291,557331,18
14291,557332,6
14291,562968,222
14291,569467,526
14291,570880,247
14291,579291,955
14291,581230,494
14291,581231,4
14291,C563602,1
14292,545339,228
14292,553899,235
14292,560246,268
14292,560247,34
14292,566396,268
14292,573421,302
14292,573422,12
14292,580176,184
14292,580177,12
14292,C541415,3
14292,C554693,10
14292,C566758,4
14292,C574522,2
14293,537241,172
14293,543380,90
14293,560222,165
14293,580974,282
14295,573404,84
14295,C540793,1
14297,546156,78
14297,570272,326
14297,571906,3
14297,577813,458
14297,C571907,3
14298,538827,2552
14298,538828,300
14298,538830,78
14298,539586,1362
14298,539587,684
14298,540464,1070
14298,542001,1056
14298,542002,450
14298,542690,900
14298,544295,1206
14298,544296,196
14298,544297,20
14298,544298,646
14298,544909,1814
14298,546899,720
14298,546900,12
14298,546902,8
14298,548157,920
14298,550630,2621
14298,550634,22
14298,550906,2460
14298,551291,3103
14298,551292,362
14298,551293,618
14298,551351,4476
14298,551747,4760
14298,555284,3280
14298,555285,186
14298,555286,36
14298,555287,146
14298,558197,1716
14298,560828,2316
14298,560841,2169
14298,560843,60
14298,560844,24
14298,562710,474
14298,565150,4871
14298,567509,730
14298,567510,78
14298,567917,2235
14298,568675,540
14298,571653,5918
14298,575206,788
14298,580055,360
14298,C580971,322
14299,537895,92
14299,540345,130
14299,541114,16
14299,542123,104
14299,545299,1
14299,564301,580
14299,567802,260
14299,570824,230
14299,577298,497
14299,580114,240
